"tweetid","username","tweet","created_at","place","location","classification"
"1274","KinoOdd","So Okura plushie update! Fedex did'nt work on a saturday so i have to wait until monday for it to be delivered. All well at least it's in the UK..please don't deliver to the wrong address please...","2020-07-11 19:26:03",NULL,NULL,"neutral"
"1275","JohnnyAkzam","Stop telling me I don't want to hear other viewpoints.

FFS, I've examined ALL sides of social life &amp; human existence. I've experienced my own abuses &amp; struggles &amp; searched endlessly for answers to life's most enthralling universal questions.

I've examined your side. It sucks.","2020-07-11 19:26:04",NULL,"Kasson, MN","neutral"
"1276","lo_lifer","aside from the brutality of arrest, there’s still the court system to navigate until that charge is dropped, which often means lost work and lost wages and other consequences. All because a cop felt like being a shit","2020-07-11 19:26:05",NULL,NULL,"neutral"
"1277","TheGuiltySinner","Its really not that hard. And stop with the ""its my god given right"" ""my body, my choice"" its really starting to get annoying. If doctors and nurses can multiple masks for hours. Then you can wear one for a couple minutes. People are dying please be respectful.","2020-07-11 19:26:05",NULL,NULL,"neutral"
"1278","citynightcap","Didn’t have my own car in High School. Or College. Or Graduate School. And I never had my own room at home or in college dorms or in grad school housing. Go figure.","2020-07-11 19:26:05",NULL,"Deptford UK, dead and buried.","neutral"
"1279","CFLFancom","Eddie Davis reflects on living 'dream job' as a professional football player - CKOM News Talk Sports https://t.co/IxE36hk4P6 https://t.co/DvmRglKDKw","2020-07-11 19:26:06",NULL,NULL,"neutral"
"1280","LORIMELO1","If you value your largest asset, you already know what to do!

LORI MELO LISTINGS
Selling your Property made Simple
416-882-3464 https://t.co/3OHGoKlLqo","2020-07-11 19:26:07",NULL,NULL,"neutral"
"1281","MsGegeMarie","Who y’all recommend for braids? I want a wash with it too. But also don’t want them to go start a sew in and forget me now I’m there 30 hours","2020-07-11 19:26:07",NULL,"504 ","neutral"
"1282","ping0047","Hi, I’m Athena! I’m the latest kit from my sculptor, Ping Lau. I’m little but mighty! I’m just 15 inches tall - a really fun size and easy to reborn! ???????????? https://t.co/q1NbYv1WCe","2020-07-11 19:26:07",NULL,NULL,"neutral"
"1283","1Tolufe","I've said it before and I'll say it again. Whoever designed this jersey for Chelsea needs a raise. The guy must be some kinda seer or something. 
#SHUCHE https://t.co/WzOb6fsEFr","2020-07-11 19:26:08",NULL,NULL,"neutral"
"1284","MakaylaHirchak1","can’t believe i avoided her all night just to have this bitch corner me in the morning to greet me??? there’s intentional silence, leave me alone","2020-07-11 19:26:09",NULL,"astroworld","neutral"
"1285","BackLash444","Next time you have a serious problem on the job, try the #trump approach.

Just tell your boss what a great job you're doing and the problem will just fade away, and no, you don't take responsibility at all.

Let me know how that works.
#SaturdayMotivation 
#coronavirus #COVID19","2020-07-11 19:26:09",NULL,NULL,"neutral"
"1286","stephenjlux","Ohio State's the Best Against the Best | Ohio State finished with the decade's best winning percentage against ranked opponents.

???? » https://t.co/SFOgbiUsqo https://t.co/hL7H7fp5rK","2020-07-11 19:26:09",NULL,"Columbus, OH","neutral"
"1287","CzProspector","[CrystalDiskInfo 8.7.0] (https://t.co/pliPLyL5xW) - an open source HDD/SSD health monitoring utility. It shows hard disk information, S.M.A.R.T. values and disk temperature.","2020-07-11 19:26:10",NULL,NULL,"neutral"
"1288","yoonmikii","symbol of mankind's hope and he was given the title of Ultimate Hope. To protect such rare talent and prevent the public from discovering their human experimentation, the academy completely concealed all evidence of Izuru's origins and identity. Hajime was standing in front of a","2020-07-11 19:26:10",NULL,"☘️ he/him ???? minor ☘️","neutral"
"1289","AlvinRRivera","How are you doing Lolo? ???? We miss you ❤️
*
*
#mykids #childrenphoto #ohanaovereverything #familyovereverything #ohana #family #musuko #son #daughter #musume #daddyslittlegirl #instagood #instahawaii #instagramhawaii… https://t.co/ZNudWy9w8R","2020-07-11 19:26:10","United States","Honolulu, HI","neutral"
"1290","vaultanime","hinata ; stays at the house
- tried to follow bokuto to mine but got sent back by kenma
- builds the house and decorates 
- probably makes gardens as well https://t.co/2HDj2qeZ95","2020-07-11 19:26:11",NULL,NULL,"neutral"
"1291","faucetgorl_","LOUIS TOMLINSON THE MAN WHO IVE LOOKED UP TO SINCE THIRD GRADE FINALLY ANNOUNCED HES FREE HE LEFT SYCO MUSIC AND CAN FINALLY DO HIS OWN THING GUYS IM SO HAPPY IM IN TEARS IM SO FUCKING HAPPY FOR HIM HE DESERVES THE WORLD #ProudOflouis #STREAMWALLS","2020-07-11 19:26:12",NULL,NULL,"neutral"
"1292","spider_cat","This is what happens when governments fails to deliver over and over, With no future prospects and then ideology or even drugs starts to set the pace.","2020-07-11 19:26:13",NULL,"Web","neutral"
"1293","KaleyCiluffo","The world will not b destroyed by those doing evil but by those who watch them &amp; do nothing.” 

Society expects us 2 pretend that our silence is optional &amp; well placed. This has been the case 4 generations—but it’s actually often enforced &amp; unnecessary. This oppression/patriarchy","2020-07-11 19:26:14",NULL,"Philadelphia, PA","neutral"
"1294","nathan_gittens","Susan: divorced crazy sjw with dyed hair and is overweight who talks about oppression and body positivity and thinks everything is descrimination.

Karen: crazy trump-supporter who has some kind of important man as their husband so they think they are entitled to everything.","2020-07-11 19:26:15",NULL,NULL,"neutral"
"1295","CallumKewley","No I don’t think you realise, straight TikTok is a category of TikTok. It’s like basic TikTok. It’s that face that it’s a toxic and nasty place so ye I don’t like straight TikTok","2020-07-11 19:26:15",NULL,"St.Helens","neutral"
"1296","ReadySetReform","Many have asked us to host a second protest/event! Of course we want to, but in the current climate of Central Florida, the safety of everyone must come first. Make sure you keep up to date with our social media for ways to get involved online. And please, WEAR A MASK! ????","2020-07-11 19:26:16",NULL,"Oviedo, Florida","neutral"
"1297","ConstantIRL","it is time to get back on track and get back to being the old me, the confident, energetic, food lover (in moderation) that I’ve prided myself in being! 
.
.
I weighed myself recently (on my Wii Fit, don’t judge lol) and my weight came up the highest I’ve ever weighed...","2020-07-11 19:26:17",NULL,"New Jersey, USA","neutral"
"1298","edtarnowski","To my friends where summer usually means much more oppressive temperatures than in Rhode Island, let me clarify. I enjoy the weather of summer in New England. That doesn't mean I think summer is the same everywhere lol. You guys get that nice weather earlier, later, and longer","2020-07-11 19:26:17",NULL,"Rhode Island • Washington, DC","neutral"
"1299","WaveMarket247","Master Airbrush Dual Fan Air Compressor Kit with 2 Professional Airbrushes – 6 Primary Acrylic Paint Colors Artist Set https://t.co/HeCEwjbIl4","2020-07-11 19:26:18",NULL,"United States","neutral"
"1300","dumpstercryptid","i have a long list of serious personality disorders, mood disorders, and other neurodivergences. i am always here for neurodivergent ppl. y'all are safe here. i do not tolerate ableism of any kind, and if you see me slip up, you can tell me. 100%.","2020-07-11 19:26:19",NULL,"arkansas","neutral"
"1301","ArtsAlessandra","I was so happy to have participated in the Do it With Style Mini Bang. This is the illustration that goes along with the writing titled, The Disappearance of Anstruther. 
Read it here!!
https://t.co/pduSlO51JA https://t.co/VM37yI4yn1","2020-07-11 19:26:20",NULL,NULL,"neutral"
"1302","BerylCoon","Hello my dearest friends.....my humans have had some sad news tonight, so I'm going to have to miss a lot of my #bezzasfunnyfaceparty I'm afraid. 
I'm so, so sorry. 
I'll catch up and rejoin tomorrow. Party on and I love you. ????????????

#CatsOfTwitter #cats https://t.co/C7cYaR8BT3","2020-07-11 19:26:21",NULL,NULL,"neutral"
"1303","Ariel21359","Dems best friend China up to dirty deeds again..  State Dept. warns Americans in China of risk of detention, interrogation: report

https://t.co/s3skXH8HV1","2020-07-11 19:26:21",NULL,"Huntington????, WV. USA","neutral"
"1304","Michael61032152","Isaac Sheeran 6’4” 200lbs Class of 2022.  Andover Central DE/TE                                              Sharpe Combine - Excellent Event!           GPA: 4.0
40 Time:  4.86
Bench 225:  4 reps                                       Vertical: 31 https://t.co/HiGfbP0jyp","2020-07-11 19:26:21",NULL,NULL,"neutral"
"1305","kassbrwn","79F isn't my favorite weather but it isn't the worst. the worst is the 80% humidity that comes with and makes doing anything impossible WHY DO I LIVE IN THIS DAMP HELL","2020-07-11 19:26:22",NULL,"Maine, USA","neutral"
"1306","itsokluvFRR","(2) the people that shared their stories about experiencing racism/discrimination at frogs will now be ticketed for trying to b on the premises ... instead of telling my brown friend they were no longer allowed to be at frogs they called the cops on her cause","2020-07-11 19:26:22",NULL,"281,TEXAS????","neutral"
"1307","FarrukhHash888","Kuch bhainchod Mard hoty hue aurat bany hue Han Twitter per cos they think they'll increase followers mager ager dekha jae to kitna ghatiya Amal hay ye ????","2020-07-11 19:26:23",NULL,"Hearts","neutral"
"1308","y_molodtsov","Outliners are great for note-taking because they incentivize you to structure your notes. And they can digest both notes from tasks at the same time.","2020-07-11 19:26:23",NULL,NULL,"neutral"
"1309","AndreeaGlodea","Business owners who know little about social media and one of the ways they prove it: ‘I reached this no. of people and got no orders (with a campaign I set up myself)’. Oh, brother! #socialmedia #socialmediamarketing","2020-07-11 19:26:24",NULL,"SEE","neutral"
"1310","JustaScribbler","Just used this pic of Newshound from his modelling days. First time since we lost him 2 years ago. In bits now. He was a very good boy. #newshound https://t.co/70FnjbRg7C","2020-07-11 19:26:24",NULL,"The Shire","neutral"
"1311","YaOnlyMarrOnce","For the rest of July I'm going to be taking a hiatus from all feds BESIDES Destiny / hosting at BPW. But trust me, this isn't the end. It just began????","2020-07-11 19:26:25",NULL,"In Your Head","neutral"
"1312","TripsWthMrChips","New video on Youtube! Mexico, Playa Del Carmen : Exploring the city during the Coronavirus pandemic. https://t.co/dAa06LmTdE The state of Quintano Roo in Mexico has emerged from Its Covid 19 lockdown. Exploring the city during the pandemic in late June 2020. #PlayaDelCarmen https://t.co/LCNnk0htZG","2020-07-11 19:26:25",NULL,"Bangkok","neutral"
"1313","abdul_khan99","guys just deep how the whole concept of cheating/being a side chick is golorified and romanticised through social media/tv shows/ songs etc. for example:”My man is my man, is your man
Heard it's her man too
My man is my man, is your man
Heard that's her man” It’s acc fucked","2020-07-11 19:26:26",NULL,"Did I fucking ask?","neutral"
"1314","falest_l1na","Abolish alumni from student spaces???? sorry you peaked in college but the community you ignored “to work on your professional space” still needs you","2020-07-11 19:26:28",NULL,"Hellafornia","neutral"
"1315","thesurgerylife","“Find three hobbies you love: one to make you a living???? , one to keep you in shape ???? , and one to be creative ???? ”

#MedTwitter share what hobbies you have! 

Mine:
1. Vascular 
2. Surf
3. Guitar/Music 

#surgerytwitter #vascular #medstudenttwitter","2020-07-11 19:26:30",NULL,NULL,"neutral"
"1316","themetrobolist","any Williamson fans who want to weigh in, feel free to furiously scribble down your defences that i will never ever read because i am too handsome for that shit","2020-07-11 19:26:32",NULL,"Outer Heaven","neutral"
"1317","bwayzia","If I were lmm I would be embarrassed by the fact that the entire cast of Hamilton could run circles around you and you still decided to cast yourself as the lead","2020-07-11 19:26:32",NULL,"She/Her ✨ ????????????????????✨ :) ","neutral"
"1318","Mikebrunelle_","Finding out that most of the shit in my house isn't real and is actually jusr cakes that look like regular objects is realllyyyy fucking with me","2020-07-11 19:26:33",NULL,NULL,"neutral"
"1319","RebeccaBryn1","'A Realistic and in-depth #WWI novel.' https://t.co/LOefyrdf2s 'No one could predict the horrors, hardships nor the length of the war and the changes and toll of those involved or left behind. A highly recommended must-read for history buffs' - Amazon  #CoPromosRT #IARTG https://t.co/ECLqCgexHU","2020-07-11 19:26:33",NULL,"St Davids, Pembrokeshire","neutral"
"1320","MF_Feldkamp","*2020 surely can get worse*

My manager: so your coworker is moving to doing Covid testing full time for 6 months so you get to do his job AND your job. 

Me: https://t.co/5LMXe0Pax9","2020-07-11 19:26:33",NULL,"Des Moines, IA","neutral"
"1321","Back_dafucup","No one could have possibly predicted that electing a sleazy, morally bankrupt, racist, rapey, moronic reality TV star with absolutely ZERO government experience would end badly?! I mean. Who else is shocked by this? ????????","2020-07-11 19:26:35",NULL,"Gotham City ","neutral"
"1322","Upkiik","I just looked at chainlink and although there is plenty of hype. The fundamental nature of how the network functions results in the same issues any DPOS network has. Centralization of node operations and in essence fake decentralization","2020-07-11 19:26:35",NULL,"Global","neutral"
"1323","JanetteWhittem1","So you want someone who hasn’t taken the virus seriously, which by the way has caused lives. You want someone who isn’t doing the job he’s suppose to be doing, instead of a person who will ???? You are the reason trump is in office !!","2020-07-11 19:26:35",NULL,"Ontario, Canada ","neutral"
"1324","deviIette","The possibility of naya diving into the water and hitting her head against a tree like this is way more plausible than I imagined after seeing this picture. She couldn’t have known.☹️","2020-07-11 19:26:36",NULL,"Puerto Rico","neutral"
"1325","mynamerobino","this girl already started the group chat on teams so we can be “ahead of schedule” sis im trying to take my depression nap not marinate in anxiety pls relax xx","2020-07-11 19:26:37",NULL,"in the middle of nowhere","neutral"
"1326","atulyaaman","Everyone is posting theirs so here are my picks for #UFC251 
I really hope that Masvidal takes Usman's head off but it is what it is. https://t.co/3XhGiwJKat","2020-07-11 19:26:38",NULL,"New Delhi, India","neutral"
"1327","ChristianM_74","That “precise process” you speak of isn’t so precise. So much so I guarantee you that a large amount of people that aren’t able to vote by mail due to you could do absentee ballots instead if they really wanted to. Stop trying to make excuses &amp; allow people their right to VOTE!!","2020-07-11 19:26:39",NULL,NULL,"neutral"
"1328","Fitness4YouCoa1","Fitness 4 You Coaching is LIVE &amp; ready to change lives! If you want to lose weight but don’t know how, don’t want to spend a crazy amount of money, &amp; want someone to help every step of the way: https://t.co/bBGIRSCq0l is here to help ????????","2020-07-11 19:26:40",NULL,NULL,"neutral"
"1329","GusaJen","The best way to burn fat is to combine both muscle building AND cardio- but don’t worry, you don’t need to do it aaallll every single day!  

The best way is to change it up.  
Keep your body guessing! And most of… https://t.co/hoj2BdImJt","2020-07-11 19:26:40","United States","Minnesota","neutral"
"1330","lucyturnspages","Blogging ebooks for new and experienced bloggers! Recommended products from successful bloggers ✨???????? https://t.co/YTZRaTCmMq

#bloggerstribe #BloggerBabesRT #BloggerLoveShare #BloggersHutRT","2020-07-11 19:26:40",NULL,NULL,"neutral"
"1331","Notagreatdrumm1","Did this idiot EVER pick up a history book? Or, watch a documentary about Lincoln? Literally EVERYONE knows Lincoln was Republican.","2020-07-11 19:26:40",NULL,NULL,"neutral"
"1332","Jatslo","EBAY USD (EBAY-USD) https://t.co/He8Tmu3dR9 

#EBAY IS IN PLAY

Multiplier (X) to 0.452978. from 25.194050.

Buy Stop Limit (BSL) to 59.74. from 39.69.

Sell Stop Limit (SSL) to 58.09. from ASSESSING.","2020-07-11 19:26:41",NULL,"Milwaukie, Oregon","neutral"
"1333","centralbanks_","Business in Time of Spanish Influenza: Economic activity declines with and without lockdowns 
Howard Bodenhorn of Clemson Univ in this NBER paper:
Mandated shutdowns of nonessential businesses during the COVID-19 crisis brought into sharp relief the https://t.co/RrVKVjfMKa","2020-07-11 19:26:43",NULL,"Dresden, Germany","neutral"
"1334","vishalchandra","Didn’t try to guide me on what to do with my life

Life discussions / advice was limited to:
* if I wanted food
* be nice to others
* don’t just sit and do nothing","2020-07-11 19:26:46",NULL,"Remote","neutral"
"1335","candyuuki","fall for me –
this is seriously so good. having a relationship with someone that actually deny and is ashamed of you really don't work. its so important to find a person that love you genuinely and don't afraid to tell the world you both together","2020-07-11 19:26:47",NULL,"????","neutral"
"1336","Angellicbeauty2","Solomon should have just been straight forward and direct(I mean if it's the truth) if he really meant all he said on the live video to avoid people thinking he's just a liar. Now we don't even know the truth ????????‍♀️.","2020-07-11 19:26:47",NULL,NULL,"neutral"
"1337","natusuvarna","My take on blunders by pandit neharu in China affairs from 1949 emergence of communist party in China  to 1962 war between India and China https://t.co/zJR0NbbLTL","2020-07-11 19:26:48","India","New delhi","neutral"
"1338","Modeling_VI","“ Well, whatever! We don’t have to remind them constantly to quiet down! Just know that you can be better, got it?! It’s not like we’re using our powers for social points. „ https://t.co/YN3rjUe4e1","2020-07-11 19:26:49",NULL,"Tokyo","neutral"
"1339","moonpeachies","just when i thought adult aang couldn’t get on my last nerve...when i see this man it’s on SIGHT https://t.co/TNX92NxODH","2020-07-11 19:26:50",NULL,"19 • she/her","neutral"
"1340","limnephilidae","Why couldn't this banking be digital? The laggard Canadian banks are holding up a lot of the innovation that the rest of the world has seen in banking but coronavirus will force them forward. #covid_19 - East York -… https://t.co/kaCHkwz3ca","2020-07-11 19:26:53","Canada","Toronto, Ontario","neutral"
"1341","cheatxcode","All of a sudden I like drinking tea, taking naps, and extremely short walks around the block to get some sunlight for the day. 2020 really turning me into a senior citizen","2020-07-11 19:26:54",NULL,NULL,"neutral"
"1342","Beginner_2_Pro","I just finished the second section of ""Creating 3D Environments in Blender"". I really love how this came out. I do believe changing the light to a more red tone really brings it together
#blender #3d #environment #gamedev #indiedev  #blender3d https://t.co/ApMwAHZv45","2020-07-11 19:26:54",NULL,"Ontario, Canada","neutral"
"1343","PamBerg","NOT because they like you, dumazz, but because from now on, we have to watch you like the Crazy, demented, senile old man you are. They don't Give cognitive tests except to people who NEED them. Get real, fool.","2020-07-11 19:26:56",NULL,"Connecticut","neutral"
"1344","dan_takara_","Those married men and women  who goes out to commit  zina really disgust me so much ......I tend to wonder what is it they get outside that they won't get in their  marital home? .......????????????????","2020-07-11 19:26:57",NULL,NULL,"neutral"
"1345","Pocahontas__ki","When you’re gifting a new bag and wallet set take a tip and put money in each pocket of them it’s only right that’s how I was brought up","2020-07-11 19:26:57",NULL,NULL,"neutral"
"1346","Davey1Time","Carrying a balance on your credit card could be causing you to spend more money than necessary. #moneymatters #lifetips  https://t.co/GrDRN4UfrI https://t.co/U6eSXcAihW","2020-07-11 19:27:00",NULL,"Houston, TX","neutral"
"1347","DuaMariz","not so important if its morning or late night talks. the important thing is you ended up the conversation peacefully???????? https://t.co/0GoltpJTM6","2020-07-11 19:26:58",NULL,"san jose del monte, bulacan","neutral"
"1348","fifeweather","July's stats to date:
????Max 18.6°C (09/07 1:21pm)
????Min 8.1°C (03/07 4:47am)
????Max gust 38.9mph WSW (05/07 4:18am)
☔Accum 51.4mm over 8 rainy days
☔Max rate 45.8mm/hr (05/07 1:31am)
????Max 1023.8mb (11/07 5:09pm)
????Min 989.1mb (05/07 1:59am)","2020-07-11 19:27:02",NULL,"Fife, Scotland","neutral"
"1349","DylanCollinsFOE","Joe Johnson too big for guards to lock him up I remember being courtside him on Hawks and watching his workout before game I walked next to him dude was so big I couldnt believe it I then understood why sg and sf cant lock him up","2020-07-11 19:27:02",NULL,"Bay Area","neutral"
"1350","Romano_PoliSci","I would like to introduce everyone to Lady Vex'Ahlia, Grand Mistress of the Grey Hunt, and Vax'Ildan, Champion of the Raven Queen. https://t.co/esLCUadhWD","2020-07-11 19:27:03",NULL,"Winchester, VA","neutral"
"1351","shashizarur101","And ofcourse you find a woman saying something offensive/insulting(acc. to you) rape threats to her is easily the best option :))","2020-07-11 19:27:04",NULL,NULL,"neutral"
"1352","pjphobic","Complain about how ugly wearing a mask is all u want when you're actively walking around in those horrible emoji pants. Crimes are being commited, and I can assure you wearing a mask isn't the thing making your look ugly luv","2020-07-11 19:27:05",NULL,"???????????? / Mylo 17 / beta male x","neutral"
"1353","ddaddacult","TELL US ABOUT YOURSELF

1. kardelen
2. taken 
3. woodz accident
4. alta atim
5. twt
6. m
7. collage
8. TÜRK
9. yok
10. yok
11. wooseoku ultlamayan herkes
12. 2020
13. sy ws
14. bebisim seviom seni

DROP AN EMOJI
I'LL SEND YOU THE QUESTIONS","2020-07-11 19:27:05",NULL,"niamoodz+f(x)+blackpink+svt","neutral"
"1354","SmithSinister","A few years ago I would have thought such an idea dark fantasy. But after watching the actions of American domestic enemies for the last few years, I am starting to think that there is, indeed, a nefarious force at play as well.","2020-07-11 19:27:05",NULL,NULL,"neutral"
"1355","dyoung_89","Khris Middleton Top 10 now? Damn did something happen between March and Now that I missed or something ? Nigga barely top 10 in the East","2020-07-11 19:27:05",NULL,"Chicago","neutral"
"1356","mihirvats1","*SERVER ERROR FIXED*
Call Of Duty Warzone Server Disconnected Error Code BLZBNTBGS000003F8 FIXED
**WATCH NOW**
https://t.co/Te9P0S1Qv0 

#Warzone #CoDWarzone #CallOfDutywarzone #callofduty
#CallofDutyModernWarfare #ModernWarfare #cod #coronapocolypse #FreeCallofDuty #USA","2020-07-11 19:27:06",NULL,"Meerut, Uttar Pradesh","neutral"
"1357","Glitterbug825","(10Jul18) 
Franco wants in on the Elevator Hug, ""Room for one more?""
Finn reluctantly extends the invitation ????‍♂️
????????????

#Frammy #GH #RogerHowarth #MichaelEaston
#DailyHugs2020 ???? 193/173 https://t.co/gnU02Zz18x","2020-07-11 19:27:06",NULL,"TVLand","neutral"
"1358","PreCursorPoets","I got this in the mail yesterday and can confirm that it is cool, but I cannot confirm if it will be in this mystery bundle:
https://t.co/vbLoXGfHTE

That information is for you alone to find out. Not even your postal worker can reveal such mysteries.","2020-07-11 19:27:07",NULL,"Big Apple - 3 A.M.","neutral"
"1359","matex2943","Mary could discern that ""her life was to walk in abundance and not scarcity via the power of God, so she  accessed divine provision at that wedding. That encounter gave the wedding a better honour as people testified of the unique taste of the wine"".

To enjoy a unique life,","2020-07-11 19:27:08",NULL,"Nigeria","neutral"
"1360","_bIurryface","hey b hope ur doing well just know i lov u and i lov ur art — omg hey i hope ur doin good too and thank you so much!!!! ily2! https://t.co/1AVryORfVV","2020-07-11 19:27:08",NULL,"+ she/her BLM","neutral"
"1361","ararxvera","no one helped me LMAOO i can’t get over that. and my ex best friend came up to me and gave me a yogurt cup like HUUUH?? okay i just m*rdered someone and i’m supposed to eat this trix yogurt cup, ok thanks i guess ?","2020-07-11 19:27:09",NULL,NULL,"neutral"
"1362","DabsNbrews2","She is now complete. Went with a new Selle Royal saddle and some 5 inch riser bars cause I gotta have at least something bmx like on it???? https://t.co/2MiDLhTc9t","2020-07-11 19:27:09",NULL,"Geshden / Chicago ","neutral"
"1363","extinctdaemon","This starts by acknowledging that black men don't have the same systemic power as white men under patriarchy despite simultaneously being able to participate in violence against women","2020-07-11 19:27:09",NULL,"INDIANA","neutral"
"1364","moonuelBEATS","so mad I have a crooked ass pinky finger, some guitar chords are so hard to play because I have to stretch it that much farther to compensate -_-","2020-07-11 19:27:10",NULL,"@niconefarious","neutral"
"1365","yoongikiths","Do you think mots: the journey could be the wizard of oz theme that everyone thinks is gonna be the next cb theme or no? Like I was questioning it.","2020-07-11 19:27:11",NULL,"Seoul, South Korea","neutral"
"1366","gen5_PIP","R U kidding? Public School Socialistic Indoctrination was happening via young teachers in the 70’s. One reason my parents put me in private schools when ever possible. Of course it’s more frequent now—public universities’ bias indoctrination is rampant.","2020-07-11 19:27:11",NULL,NULL,"neutral"
"1367","lisaandrews0907","Are you looking to redo your kitchen on a budget? Here are some great ideas to get you started.

Lisa Andrews Realtor
https://t.co/epKfDBpM5K
316.644.7893
Coldwell Banker Plaza https://t.co/5a65qHINRX https://t.co/Po2mOy7tLb","2020-07-11 19:27:11",NULL,"Wichita, KS","neutral"
"1368","codyjnutt","ngl I don’t think I’ll use the term mutual that often because honestly I think you are all more than just mutuals, you are my friends!!!!!!!!!","2020-07-11 19:27:12",NULL,"United States","neutral"
"1369","SGCapping","played the parlay here too, would really appreciate the mate pulling through... 

btw, don't forget I'll be playing Muirfield again Monday night, this time under Memorial, pres by Nationwide Insurance, conditions, then talking about it in terms of DFS/betting edges.  Stay tuned!","2020-07-11 19:27:13",NULL,"Las Vegas, NV","neutral"
"1370","hd202018","????FOCUS ON OUR TARGET:                              100 MILLION VIEWS. 72,092,604 million views so far. Keep watching and streaming Bhula Dunga. #WatchBhulaDunga #BhulaDungaInEveryHour #BhulaDunga100M #SidharthShukla #ShehnaazKaurGill #ShehnaazGill #SidNaaz https://t.co/tLOh22wSjX","2020-07-11 19:27:14",NULL,NULL,"neutral"
"1371","teenagefantasie","and i rlly rlly rlly to hv sex or fuck with someone else or gang bang perhaps lmao but this hole is much bigger n never gettin fill by pussy or dick or ass or kiss or any fkn shit u kno","2020-07-11 19:27:14",NULL,"not ur typical earth","neutral"
"1372","hammerdrillusa","INDO BOARD Pro Balance Board for Riders Over 6 Feet Tall or Surfers That Want to Learn to Cross Step – Perfect for Surf, Snowboard or Wakesurfing Training – 3 Color Choices https://t.co/sZhSidO6zo https://t.co/UZHdj1g3eN","2020-07-11 19:27:16",NULL,"United States","neutral"
"1373","Ladycrane15","I don't know if it's going to make me really bitter and stop me from moving on, but I want to remember every bit of what's happening to muslims today. God forbid, I have to depend on a liberal's account of what happened to my people 30 years from now...if I survive that long ????.","2020-07-11 19:27:16",NULL,"past ","neutral"
"1374","OptimalTex","Get yourself an Optimal Series Build and beat your opponents and look good doing it ???? 
.
.
.
#pcgaming #gaming #pcbuild #custompc #pcmr #pc #computer #rgb #rgbpc #pccooling #gamers #gamer #pcgamers #pcgame #gamingpc… https://t.co/VeWf2SBKzx","2020-07-11 19:27:16",NULL,"PC Heaven","neutral"
"1375","Wallys_custard","New flavors: Banana Custard...Orange Creamsicle Yogurt...Lemon Dole Whip. A little taste of sunshine in every lick!! #WallysFrozenCustard 
#FrozenCustard #DoleWhip #Yogurt #FroYo #LoveFrozenCustard #LoveDessert
#StClairShores #GrossePointe #Detroit #Michigan #SweetTreats https://t.co/dsU7Zb4i1S","2020-07-11 19:27:17",NULL,"22501 Harper, SCS, MI 48080 ","neutral"
"1376","HeartofIronMan_","THANK YOU FINALLY SOMEONE SAID. 

This show only sounds like Gotham's first season. And even that still starts to ever off from this premise.","2020-07-11 19:27:17",NULL,NULL,"neutral"
"1377","SchwayGoose","Gonna do it all as a whole

Rating: 10/10

Fave female character: Miime

Fave male character: Harlock

Overrated character: Harlock, I guess

Underrated character: Mr. Zone

Character I don't like/hate: Tadashi Monono","2020-07-11 19:27:18",NULL,"Scatman's World","neutral"
"1378","lemonfilmblog","Carlos Reyes talks about how leaving his corporate job helped him unleash the entrepreneurial spirit he found in childhood. #business #success https://t.co/LJLE2Rns64","2020-07-11 19:27:18",NULL,"Singapore","neutral"
"1379","Yunia_na2","I’m a much better person because of knowing love, and you’re why I know love.
+++++
SUNWOO SMILE
SUNWOO SLAY
SUNWOO SOFT
SUNWOO SELCA
SUNWOO SWAG
SUNWOO SUNSHINE
SUNWOO SMART
SUNWOO SWEET
+++++
#THEBOYZLOVESUNWOO
#더비는_선우와찬희_사랑한다 https://t.co/xq07Tt90HU","2020-07-11 19:27:19",NULL,"대한민국","neutral"
"1380","lunchvroom","I want to wear clothes so catered towards me that washing them is a self care ritual in itself. I want to look around me and feel like everything tells my story.","2020-07-11 19:27:20",NULL,"black lives will always matter","neutral"
"1381","Impish_Musings","And just because I can bring this up again: the shitty nature of Twitter curation is likely a contributing factor to this issue. If everything you post actively suppresses other artists of course you will be able to charge more, your brand is being given a leg up.","2020-07-11 19:27:20",NULL,NULL,"neutral"
"1382","dwaekkibini","soooooo i bought it.... i know i already have so many copies but this feeling of going into a store and picking up a stray kids album is like ????????????????????????????????☀️☀️☀️????????????????????????????????????????????????????????????????❤️❤️???????????????? https://t.co/PLfmc0AKim","2020-07-11 19:27:21",NULL,"giving skz my money","neutral"
"1383","talkgaystuff","A little send back to simpler times when summer was just about sizzling temps! ☀️????

If you need a little pick-me-up, give a listen to our latest episode:
???? https://t.co/IeKZYdAtAC

#lgbtq #podcast #letstalkaboutgaystuff #nancyreagan #lesterhunt #meganrapinoe  #sendbacksaturday https://t.co/8FvnGmKBu7","2020-07-11 19:27:21",NULL,"Houston, TX","neutral"
"1384","DavidAWiss","Eating Well on a Budget

It is possible to take care of oneself without spending too much money on food. Shopping and preparing food take time and work. Going to a restaurant can become an expensive convenience. Craft a plan then create a grocery list. Buy in bulk whenever p… https://t.co/IteYGk84Ei","2020-07-11 19:27:23",NULL,"Los Angeles, California","neutral"
"1385","PokefactC","And they all are paying for it in the end.

Also I know each and every instance and the account behind it. 

It’s pretty cringe and I can count them on a single hand","2020-07-11 19:27:23",NULL,NULL,"neutral"
