"tweetid","username","created_at","tweet","location","place","classification"
"1285668951129759748","ilshuwaib","2020-07-21 20:12:19+00:00","Happy birthday to one of the most important coaches and people ever in the world and history of football. Happy birthday, Marcelo Bielsa. ❤️ https://t.co/4VOg70mXZU","Al Ahmady, Kuwait",,"positive"
"1285668956490084352","creativebiscuit","2020-07-21 20:12:20+00:00","Snail mail is the best. Forget your emails and sliding into DMs (I've watched Love Island, I know about these things), we're here to help you say happy birthday, give a big thank you, check in on someone or declare… https://t.co/b1TD6rxIMH","South Woodford",,"positive"
"1285668957496778756","MorgParks","2020-07-21 20:12:20+00:00","Boxing differentbreedsports I'm happy to be back in church 
The gym was the only thing that helped me deal with my father's loss 
And people I loved that I could not agree to disagree with 
#morgparks… https://t.co/wb63KBIb9y","Bookings MorgParks@gmail.com ",,"positive"
"1285668965159763968","TerryMcGinnis81","2020-07-21 20:12:22+00:00","Apologies for revealing such deep classified knowledge. Sending you love &amp; light. Kaiōken x20! &amp; remember, keep the Hawaiian king’s* name outta your mouth if you’re just tryna pray for my assassination, lmao. Spiritual ancestors are happy I am ascending!
??⚡️???:)","Gotham City",,"positive"
"1285668967575584769","tempestusultra","2020-07-21 20:12:23+00:00","Shaded and started highlighting + nmm
I'm happy that this is my last project before #Indomitus

#WarhammerCommunity #thehereticsaint
#new40k https://t.co/Os4JQlxerJ","Somewhere",,"positive"
"1285668969790279681","mattymags33","2020-07-21 20:12:23+00:00","If only we could all slow down and learn how precious life is. We could all learn a whole lot of lessons from this young man!","Florida, USA",,"positive"
"1285668969840627712","september28_1D","2020-07-21 20:12:23+00:00","So we got this picture today, and supposedly the person that took the photo with him asked him about Harry and Louis said he was a nice guy :) okay tommo https://t.co/RYPOYQaWz1","???????? ????",,"positive"
"1285668979319746560","defencelesscalm","2020-07-21 20:12:25+00:00","you're one of the most important people i have in my life, an inspiration for me. w/ ur music you help me through pass a lot of things. thanks for being the beautiful human you are. Happy birthday day king, te amo mucho ❤️ https://t.co/U8nWZsHG1k","she/her | shawn's follow",,"positive"
"1285668982322855938","SLwanderlust","2020-07-21 20:12:26+00:00","Eh, I am a happy person. I love joking around. But I have become colder. It's called self preservation. Some can be sweet &amp; supportive of others and still have people love them, this hasn't been my case.",,,"positive"
"1285668983744626689","LivKiernan","2020-07-21 20:12:26+00:00","Very happy that If Looks Could Kill is available on audiobook and narrated by the incredibly talented Shelley Atkinson. Publishes Thursday. 
https://t.co/dlJKpf0Aw5 https://t.co/uLS2Ia4CbI",,,"positive"
"1285668984575201281","hollywood19781","2020-07-21 20:12:27+00:00","""We are broke, we have no money, I'm paid to say this""

Jurgen Klopp drops hints about summer transfer window by insisting he is ‘100 per cent happy’ with Liverpool squad https://t.co/JWc92vZob3","Canada",,"positive"
"1285668985493770241","_meela___","2020-07-21 20:12:27+00:00","i ain’t got no PTO hrs and they still approved my leave, i’m so happy! they gone be pissed tho cus i’m calling off next thursday ?? i just felt like 4 days was a lot to ask for","St Louis, MO",,"positive"
"1285668988828160000","_baylay","2020-07-21 20:12:28+00:00","I’m really happy to have to take standardized tests for my teaching certificate during a pandemic. It’s even more exciting since half of the testing centers are still closed AND of the ones open, most aren’t offering one of the tests I’m required to pass! So fun and logical ?","Brooklyn, NY",,"positive"
"1285668989746720768","slayershaw","2020-07-21 20:12:28+00:00","Schue: glee club is a place for outcasts to feel safe and happy :)
Schue whenever kurt isnt comfortable with the other boys and would rather sing with the girls: didnt think so","she/whatever, 24, rotterdam",,"positive"
"1285668994175897600","RingMasterRa33","2020-07-21 20:12:29+00:00","Once you go D33P, there's only way left to go; D33PER!

Happy we'll be getting D33PER 7nsights started tomorrow (only available to those already subscribed to D33P 7nsights).  

It should be another great year ahead filled with learning so few will ever have access to.",,,"positive"
"1285668997699194880","JobMwaura","2020-07-21 20:12:30+00:00","– ?has been used in more than 70 million tweets over the past 6 months, accounting for more than a quarter of its all-time total. Guess you might say ? is ?.
– ? has moved above ♻ to claim third spot ⬆ in the rankings
– The ⚔ between ❤ and ♥continues,but ? and ? are ⏫","????",,"positive"
"1285668999297224706","YVESDELUNA","2020-07-21 20:12:30+00:00","It's been like what.. 20 days since we made it to be a couple? And it's insane that I could feel this much amount of love in such a short amount of time. I thought I would never be this happy again, but you proved it wrong. I am so thankful that God let our path crossed.","Counterspy | EVE:2405",,"positive"
"1285668999620104193","_36plus6is38_","2020-07-21 20:12:30+00:00","I cant find the tweet but someone said ""highschool is like one direction and im like zayn. when im there I pretend to be happy, but after 4 years I'm leaving""  .. it hurts","she/her | BLM",,"positive"
"1285669002371649538","Dylangonzalez21","2020-07-21 20:12:31+00:00","Started this drawing last year on Tim Duncan day and saved it for today 

Happy Tim Duncan day again to my favorite basketball player of all time (mines on the right) https://t.co/56XRqNeWGm","San Antonio, TX",,"positive"
"1285669007086030850","peach_horizons","2020-07-21 20:12:32+00:00","Zucker is in boxes tomorrow!! (I can tt to have him in boxes today if needed. Lmk if you’d like him :) #acnhvillagertrade https://t.co/v75GM3zalL","United Kingdom",,"positive"
"1285669009485107200","dhopew_","2020-07-21 20:12:33+00:00","happy birthday to my lifelong bestie!! thanks for being the best listener, even if you disagree with more than half of my decisions ? i hope you have the best day in quarantine! love you!! ?? https://t.co/UHFwEa1Ltw","Clarksville, TN",,"positive"
"1285669011225825281","CamCantStop","2020-07-21 20:12:33+00:00","Have you entered this sweepstakes to win the FN PS90 Law Enforcement Edition Rifle?
If you enter using this link, I will get more entries. :)  Sweepstakes ends 07/23/20.
%{link} https://t.co/nqqAZD85nw",,,"positive"
"1285669015353008128","SaraFTop","2020-07-21 20:12:34+00:00","I replace negative thoughts with positive ones.
.
.
.
#iam iam.affirmations #reminder #I_AM #positive #affirmation #happy https://t.co/YCE2jhKsdu","New Market, MD",,"positive"
"1285669024634986496","amithel","2020-07-21 20:12:36+00:00","Why are the same people who cry hoarse advocating free expression, and spend their lives ruing the death of their right of expression-so upset with Kangana’s expression against oppression? Hypocrisy at its very best? Not done dears :)","Mumbai","India","positive"
"1285669028485386240","MegaFruit_","2020-07-21 20:12:37+00:00","Hey ! Quick question, does anyone know if any Android users can participate in the Galaxy cup or if it is only Galaxy users..? In the post, they say ""Android users"" but that sounds weird to me. I won't be able to get the skin because I'm bad on phone but still want to know :)","The Fortnite Universe",,"positive"
"1285669030947434497","russty_russ","2020-07-21 20:12:38+00:00","Advertised in July 1991 - Superexcellent software from Alternative Software.

Where can I lay my hands on Huxley Pig? ?

#90s #retrogaming https://t.co/DIaCeSB5uk","The Isle of Retroshire",,"positive"
"1285669035938652165","Tbaby_blessed22","2020-07-21 20:12:39+00:00","I’m (slowly) going to lose people of this but after all this time I’m trying to just be happy, love me, and live a healthy life. ‼️??‍♀️??

                          Happiness
I am choosing —————
                          Everything","Taking care of business",,"positive"
"1285669043375165440","MLeePSS","2020-07-21 20:12:41+00:00","With Uniform trailing also comes with these...
We're happy with the ID Patches, but Epaullettes are subject to change. https://t.co/754zdi44m8","Yorkshire and The Humber, Engl",,"positive"
"1285669045140885507","az4zil_","2020-07-21 20:12:41+00:00","Let's keep our love simple and solid. 

We love for Allah and one another. 
Not for the attention from others. 

I love you. 
But I'll express it when we get married , okay ?

In sha Allah. 
Ameen :)",,"Malaysia","positive"
"1285669049742110725","tee_pot25","2020-07-21 20:12:42+00:00","Every time I open my eyes in the morning it could be 5am-15pm my man always calls, I literally would open my eyes and 5secs later he calls. Sometimes I literally feel when he’s off or having one of those days. Oh and we mirror each other’s emotions time time. Love is weird.",,,"positive"
"1285669051319148546","bIindedfaith","2020-07-21 20:12:43+00:00","|| Berzerk is so interesting bc she does so many small things that go against her philosophies and she doesn't even realize it. 

But Voneli does and she's just happy B will allow herself to indulge in silly little joys sometimes",,,"positive"
"1285669053974093828","nasrissist","2020-07-21 20:12:43+00:00","was just talking to my friend about how happy I was my skin was clearing up just to notice a pimple 15 minutes ago...what’s the obsession with humbling black women",,,"positive"
"1285669054678695936","imaginearmani","2020-07-21 20:12:43+00:00","her kids? they all mine. her heart? i hold that. her back? i got that. her wife? i am that. my role? i play that. we’re happy? they hate that.",,,"positive"
"1285669055425282054","CalyHybridSOS","2020-07-21 20:12:44+00:00","I’m beyond happy to announce that i don’t only have one but munchkins on the way. Babe i’m beyond excited to start this journey with you. ❤️❤️❤️ https://t.co/FpHa5d40Jz",,,"positive"
"1285669064002752513","originlbookgirl","2020-07-21 20:12:46+00:00","Oh my god. If you don't clean your phone when you get back from leaving your home, you're a ding dong.
Rubbing alcohol and a tissue. 1 minute.","Big Blue Marble",,"positive"
"1285669066284425216","Raajahgaal","2020-07-21 20:12:46+00:00","If she wants some knowledge, she could visit Jenna’s private quarters! 

She is more than welcome to come and witness the wonders of the worlds Jenna and her friends have seen!","https://raajahgaal.carrd.co/",,"positive"
"1285669066682839040","georginaabxo","2020-07-21 20:12:46+00:00","3 yrs ago we tried getting a home, &amp; it didn’t work out, I was so heartbroken &amp; mad. NOW, I’m more then happy it didn’t work out bc it would of been a weird living situation.",,,"positive"
"1285669066909396993","LLagoke","2020-07-21 20:12:46+00:00","People in the comments have phenomenal ideas bruh, makes me proud and happy for us that we understand our issues and we know he we can fix them, so we gotta be cohesive and push for those changes, redistribute wealth among us, and always push for knowledge.","Maryland, USA",,"positive"
"1285669068192845825","jennturplee","2020-07-21 20:12:47+00:00","Happy BIRTHDAY Chelsi!!!  Everyone needs a workout accountability partner like this girl!  Wishing you a HAPPY day!!  Hope you get SPOILED! ?? BTW—we need to take more pictures! LOL #closealltherings?… https://t.co/WWFlyjXEb8",,,"positive"
"1285669072903065600","sutera54","2020-07-21 20:12:48+00:00","Screw it, im gonna pass on the stream again today. And ill stream tomorrow. Im starting to think a schedule isn't the way. Im just gonna go based on how i feel at the time. So im shooting to stream tomorrow around noon. :)","Washington, USA",,"positive"
"1285669073599291392","Lizzle89","2020-07-21 20:12:48+00:00","Honestly I just want to do an online clothing shopping spree &amp; to be happy with it all. 
But it NEVER happens.
I always need to try stuff on &amp; I miss that??
First world problems I know ?","Stevenage ",,"positive"
"1285669078376603651","castielkrvshnic","2020-07-21 20:12:49+00:00","someone: hey whats up? 

me, internally: no one ever tells castiel they love him so he thinks no one cares about him and the writers hate us and cas so they’ll never give him a happy ending and now with his deal with the empty he’ll never get to be truly happy-

me: nothing haha","she/her • 15 • bi",,"positive"
"1285669079546761216","bootybuttland","2020-07-21 20:12:49+00:00","good morning friends ! 

we are open if anyone needs to purchase. dm us &amp; we will help you right away :)

&amp; don’t forget to book your ticket to our grab all you can island ! https://t.co/b6UesTZo4B","price info! ➜",,"positive"
"1285669080503070723","RavenscoonNest","2020-07-21 20:12:50+00:00","?FREE SHIPPING?

all new merch orders in my store have had their shipping costs waived! get ur hoodies and tees now :) 

https://t.co/N8zyuwGxti","United States",,"positive"
"1285669083984400386","Rachel_L_Poet","2020-07-21 20:12:50+00:00","I'm on holiday in Wales atm &amp; my neighbour just sent me a picture of my baby buddleia blooming at home. It's made me so happy, it was just a stalk when I left! ?

Oh yeah, she also sent a pic of my 'Son' as well, apparently he's getting along well without me... https://t.co/oMSZuvYZjY","Sheffield",,"positive"
"1285669084009562114","TimeskipOpera","2020-07-21 20:12:50+00:00","Forgot that Yuri’s mom dies after the timeskip, so y’know.

Just thinking about how I planned to marry her. And that Yuri actually approved of our relationship. And she seemed really happy near the end. And crying. No big.",,,"positive"
"1285669088249995265","TheVillaVision","2020-07-21 20:12:51+00:00","We need to nick another one now. We look dangerous from set pieces, get Hourihane around the box and let's get the second! COME ON VILLA!! ❤ #avfc",,,"positive"
"1285669089806102528","DUMBMXTT","2020-07-21 20:12:52+00:00","i feel like watching someone fall out of love with you is worse. they’re dry with you, they tell you theyre too busy to talk with you. they dont tell you they love you.they dont seem to care about you as much until you bring it to attention and they say “sorry you feel that way”","??. ?????. ???!!!!!!",,"positive"
"1285669090682707968","roomforletters","2020-07-21 20:12:52+00:00","a lot of her songs mean a lot to me but 100 letters is particular close to my heart. it got me through so many difficult times and it makes me feel understood and less alone with my problems ? #littlehalsies https://t.co/zMbvMwqASy","she/her",,"positive"
"1285669092050051074","HeyCoachT","2020-07-21 20:12:52+00:00","Happy birthday to us! Alway special to share the same birthday with the great/legend Robin Williams!
#RobinWilliams #Celebrate #HappyBirthday #AlwaysRemembered https://t.co/uaKS6dpNUX","La Jolla, CA ",,"positive"
"1285669092192649220","purrdylayxxx","2020-07-21 20:12:52+00:00","Affirmations of self-love:
 
I am worthy.
I can do this.
I am enough.
I accept myself.
I believe in myself.
I am allowed to be happy.
I forgive myself for past mistakes.
I don't apologize for being myself.
I am creating the life I want to live.
I choose to see the good in myself.","Georgia, USA","United Kingdom","positive"
"1285669096072392706","KooriChi","2020-07-21 20:12:53+00:00","Back to 400 ?? do we do a smol chibi giveaway at 500? its gonna take a while but ill work for it! Thanks for liking my art, it makes me so freakin happy ? https://t.co/vaHmjHtZ9M","Germany",,"positive"
"1285669097909428224","techpriest","2020-07-21 20:12:54+00:00","(also feel *very lucky* to have got a core training spot somewhere I'm happy with when recruitment is like this.  Psychiatry now within touching distance of becoming oversubscribed ?)","The Wired Earth",,"positive"
"1285669106507710466","CJJ0721","2020-07-21 20:12:56+00:00","Nine years cancer free as of today. Happy to not have a grapefruit sized cancerous tumor in my brain anymore ?? #FuckCancer https://t.co/FCFs4IYbSJ","Florida",,"positive"
"1285669107296337926","AerialSupernova","2020-07-21 20:12:56+00:00","19- Not really... I am a firm believer that our past circumstances only forges the patch of whoe are in this moment, and I'm quite happy with who I am right now ^v^
20- This very couch I'm laying in.
21- Probably get something to eat, watch netflix and draw a lot :D",,,"positive"
"1285669109255090181","bubblyyuta","2020-07-21 20:12:56+00:00","Mark said to be healthy and happy

Pleases continue to wear Your Masks and follow procedures so we can see them again ?✨ https://t.co/67DaJp102P","johnny+ara",,"positive"
"1285669112593690627","yusufronk","2020-07-21 20:12:57+00:00","Bk Moroccan Intoxicant is ? 

Trust me you don’t want to miss this ?‍♀️

He will be all over you ? obsessed with you ?

OUR SALLAH SALES IS STILL ON ???

50% of all products ❤️

YOU SNOOZE ? YOU LOSE ???

JOIN THE… https://t.co/lrr59vIN0I","Around d world",,"positive"
"1285669115575832576","IshanOsho","2020-07-21 20:12:58+00:00","#Relief vs #Gods #blessing

Be #positive and you will be happy, is not a belief system or a dogma, it is a law of nature... Law of #nature is same everywhere.

We spend most of out lives looking for relief... when we get jealous we belittle the other...now im not so small.

(1) https://t.co/qfXx86usll",,,"positive"
"1285669117878566913","Neknek13","2020-07-21 20:12:58+00:00","It’s one of my favorite people in the world birthday today ? Please join me in wishing my brocousin pphife a Happy Blessed Bornday!!! I hope you know how much you mean to DJ &amp; I! We love… https://t.co/pnzElWuQUk",,,"positive"
"1285669123683475458","AJPlowright","2020-07-21 20:13:00+00:00","HAPPY TUESDAY FRIENDS...Join Us Virtually This Evening 6-7 PM EST For Our Regularly Scheduled Group Fitness Class At CAMP KEEP YO HEAD UP With Plowright Fitness!!… https://t.co/3OmglM5Six","Washington, DC",,"positive"
"1285669124480413697","sallyannsalsano","2020-07-21 20:13:00+00:00","Yay ricky !  Your mom is so proud of you! And all her friends are proud of her ! Kick ass single mom who raised Great young men!!!",,"United States","positive"
"1285669125294108680","lailaboisselle","2020-07-21 20:13:00+00:00","Say cheeze! For no reason whatsoever...but if you need some - laughter eases stress, boosts immunity, improves functioning of blood vessels and protects the heart, makes endorphins the body's natural happy… https://t.co/xtTiTR7zqw","Everywhere. Global. ",,"positive"
"1285669135758893056","Tbaby_blessed22","2020-07-21 20:13:03+00:00","I’m (slowly) going to lose people of this but after all this time I’m trying to just be happy, love me, and live a healthy life. ‼️??‍♀️??

                            Happiness
I am choosing  —————
                            Everything","Taking care of business",,"positive"
"1285669144118071297","notagIeek","2020-07-21 20:13:05+00:00","one day sam woke and up thought ""wow rachels like really hot i should ask her on a date"" and he did. rachel said yes. they went out and now theyre married. they have a bunch of kids and live their happy life. https://t.co/VSUwSus858","she/her || 15 || blm",,"positive"
"1285669144654905345","NoemiAmy","2020-07-21 20:13:05+00:00","Int exols telling yeol and hunnie everything we all wanted to tell them I'm so happy ??? I hope they know that we love them in all countries.","└A ???? Jesus risen.",,"positive"
"1285669146349510657","hboxebooks","2020-07-21 20:13:05+00:00","One more announcement for you guys wanted another smasher on the line that made me happy since they’ve been friends for five years to master Traditional FGC titles:",,,"positive"
"1285669147309899777","NoumanFK","2020-07-21 20:13:05+00:00","So happy for Matiullah jan that he has been freed and great deal of respect for his wife &amp; son who seemed resolute like Matiullah Jan.
It has been 70 years but “Aliens” do not learn their lesson and keep using fear as a weapon against Pakistanis.
Speak up before fear sets in! https://t.co/aERS34F4ll","Rawalpindi, Pakistan",,"positive"
"1285669148933197831","nymphspacey","2020-07-21 20:13:06+00:00","i usually sleep in da plane, so i'm happy i got these cool shots :) 
idk where these r,, 1 is around wa, 2 is around az, 3 is around ky, and 4 is idk? https://t.co/xgYFAP7Bd5",,,"positive"
"1285669152578048007","dykeatlantis","2020-07-21 20:13:07+00:00","EXACTLY EVERYONE WATCH GET EVEN ON NETFLIX JULY 31 it's an amazing show, has a dark skinned black girl and an asian girl as leads, an interracial wlw couple and both black girls in the show wear their natural hair!!!!","18, she/they, black latina ☭ ✿",,"positive"
"1285669158932422664","elisacepstein","2020-07-21 20:13:08+00:00","""To strip someone of his freedom, to deny him a trial, to reduce him to utter despair—these are violations of basic rights as a human being. I hope readers remember that when they think of me here, trapped in a story I cannot read, hear or control, waiting for a happy ending ...""","Washington, DC",,"positive"
"1285669161897787392","vo7v3r5","2020-07-21 20:13:09+00:00","In Life, you have to travel to places that make you happy, make happy memories &amp; be IN the moment; so on bad days, you can escape there &amp; then Life and that bad moment won't seem so bad after all. 
#tuesdayvibes #LifeLessons #depression #LifeHacks","Texas, USA",,"positive"
"1285669163734913024","_Mighty_Heart","2020-07-21 20:13:09+00:00","I honestly feel like every time I write a thread I gain like 50 followers, &amp; I'm honestly honored &amp; surprised &amp; grateful, so thank you everyone for the support! I'm happy to know people are enjoying what I'm putting out in the word, especially right now. ? ? ? https://t.co/Kk23qAqbrl",,,"positive"
"1285669165488050181","microbetalk","2020-07-21 20:13:10+00:00","No, think deeper ... ?
Hint: A stain technique for a specific genera that have a unique fatty acid in their cell wall.","Laboratories ",,"positive"
"1285669169011269635","amirahAls","2020-07-21 20:13:11+00:00","Haha please answer english questions in english! :) (people asking in english mostly don't undertand other langua… — Ok I ask again i’ll try though I don't think English people would follow me ??? https://t.co/MRGHVlc3d2","Jeddah",,"positive"
"1285669170114375682","fignewtons69","2020-07-21 20:13:11+00:00","even though i’m not a huge fan of this show and some of the things it did im happy it’ll be on netflix and excited to give it another chance",,,"positive"
"1285669171683037184","_PassMeTheJava","2020-07-21 20:13:11+00:00","The way this child does be happy to see me does really make me wish I had my own ? I almost didn’t leave for my interview cause she refuse to let me go","868",,"positive"
"1285669175659241474","CHANGEPOTUS","2020-07-21 20:13:12+00:00","Your science program seriously was my favorite tv show last decade. I didn't know U had such a foul mouth from watching your series though, until I found U on twitter. :) Much?Respect. Platonic naturally.","Los Angeles, CA",,"positive"
"1285669181141258240","Zap_Davids","2020-07-21 20:13:14+00:00","Some people are happy the name changed and some people aren't happy the name changed. All I really know is they still play in Edmonton and I'm not cheering for them. #CFL #RiderPride https://t.co/0k6FHY70Pt","Witness Protection Program",,"positive"
"1285669183347396612","oIympianpercy","2020-07-21 20:13:14+00:00","im always the one who asks someone out (and i always end up hurt???? why???) so for once it'd make me so happy if someone asked me out...","22. ⚢.",,"positive"
"1285669185851461638","SlapYaMama","2020-07-21 20:13:15+00:00","Is it a Tuesday without tacos? Happy Taco Tuesday! ?? #slapyamama #tacotuesday

#slapyamamaseasoning #taco #spices #foodie #tacotime #yummy #tacosarelife #tacos https://t.co/WLqcHcWYKQ","Louisiana",,"positive"
"1285669188799954944","Ukphoenix187","2020-07-21 20:13:15+00:00","I moved to NZ and stopped watching news and regular TV so I had no idea cheggers died :'( he was brilliant, RIP a very hard worker and extremely funny guy. So happy I had met him at least once lol","New Zealand",,"positive"
"1285669194315501568","themexdolan","2020-07-21 20:13:17+00:00","FINE. DO IT. i dont need your mutual anyway. everyone else we know likes ME better than YOU anyway. enjoy feeling bad about yourself hunny :)","T M S ?",,"positive"
"1285669195259281411","Kamile_Mac","2020-07-21 20:13:17+00:00","#ThankYouNiall for always being who you are and letting us watch you grow up. You hold such a special place in our hearts. All we ever want is for you to be happy ? happy #10yearsaniversary :) you did it! https://t.co/XZD7rFmHwt",,,"positive"
"1285669197549391879","4heartjourney","2020-07-21 20:13:17+00:00","""Making a Difference...One day at a Time""
For additional information, please click the link below.
https://t.co/rqjbnxVyXu
May your day be filled with good people &amp; happy moments

#Sharefromheart
#Movemorein2020
#Wereinthistogther
#HeartValveAmbassador 
#AmericanHeartAssociation https://t.co/2WJnh5kLdk","Atlanta, Georgia",,"positive"
"1285669205652770816","elliesexpress","2020-07-21 20:13:19+00:00","I decided to go out on my beautiful #Ninja today, and I found the one thing that causes me the biggest road rage... Female car drivers, who don't know how to indicate but are happy to shove you out of your lane ?","Plymouth, England",,"positive"
"1285669206525186051","Ros47Ron","2020-07-21 20:13:20+00:00","Overall though I was happy with the episode.

Finally here was something that I could relate to on the show.

For what she was given, Naya brought such a great dynamic to the ep....","Texas, USA",,"positive"
"1285669208282537991","IECAssoc","2020-07-21 20:13:20+00:00","Join the IECA DEPG's Virtual Happy Hour TOMORROW, July 22, 1 PM ET! A great way to share some things you may be going thru w/ others in similar situations or simply have some fun catching up w/ familiar faces for some virtual networking. member-only. RSVP: https://t.co/zPYdUUJW9R https://t.co/R1gBvZionS",,,"positive"
"1285669211424129033","alexmitchelldev","2020-07-21 20:13:21+00:00","Been a tough few weeks trying to work out mine and my partners future. Happy to say we have a plan in place now ☺️ Started working on a todo list application using JS. Will update shortly....","Bogotá, D.C., Colombia",,"positive"
"1285669212237725696","natjuniorsingo","2020-07-21 20:13:21+00:00","Emotional day this... but the Princess had her gifts lined up nevertheless. 

On this day many moons ago,my life changed for the better and I got a living guardian angel...my baby ?","South Africa",,"positive"
"1285669212896231425","NickySmagsCP","2020-07-21 20:13:21+00:00","I'm happy that Nintendo is taking precautions when managing the company and making games, I can understand delays. But be more transparent about their status. If we don't get a direct, there won't be a bad reason, we understand, but we get angry if we're left hanging.","United States",,"positive"
"1285669214544711680","cc_crochet","2020-07-21 20:13:21+00:00","These booties will make you berry happy if you purchase them today... ??

https://t.co/zdRtZrNPlg

#puns #strawberries #etsy #shopsmall #shopsmallbusiness https://t.co/N54WReNdLC","Indianapolis, IN",,"positive"
"1285669215064797185","d_may_12s","2020-07-21 20:13:22+00:00","4. RT VoteWithY: Let's make Chimmy more happy! 

? and ? using: all 8 BT21 character names + #MTVHottest + BTS (BTS_twt) 

~? https://t.co/nabsfXfwsd…",,,"positive"
"1285669216151109632","fauxvide","2020-07-21 20:13:22+00:00","22. bubbly, happy, lovey, and warm ?
ESP if im drinking wine, idk why but it just hits different and the whole world feels so soft and kind and i will ABSOLUTELY will overshare my feelings. 

unless im the center of attention for a group of people, then my ego inflates RAPIDLY.",,,"positive"
"1285669216293617665","incommunicadobe","2020-07-21 20:13:22+00:00","hi,i just want to tell you if u don't like my work pls slide into my dms rightly,do not back-bitch about me,i've nvr said imma perfectionist,multi-talented,i just do what makes me happy,pls do open-critiscism if you don't like so nywayz thanks!! Tadaa❤","Sush❤",,"positive"
"1285669217057071105","strryjoon","2020-07-21 20:13:22+00:00","when someone is sad can we just drop kly in their replies ? kly meaning koo loves you and do something similar with every member ? i feel like that’d be nice :)",,,"positive"
"1285669218093092865","jesss_i_can","2020-07-21 20:13:22+00:00","Just in case you’ve never noticed: one side of my face is significantly less attractive than the other!! 
Just a lil fun fact about me :-) https://t.co/FiFYSAlHlP",,,"positive"
"1285669219292651521","BriskTha","2020-07-21 20:13:23+00:00","Like this tweet if you want to see me stream :) I got a new game. Was going to wait for my new controller to come in... buuuut I really want to play it",,,"positive"
"1285669225227583488","cstampeen","2020-07-21 20:13:24+00:00","So another video came up when I did that search for the selfie dude. It was a man chasing a dog chasing deer.  Because of a skip, I thought someone was having fun adding in the man, but apparently it’s real.  Video: https://t.co/84KlK8YY0t

Backstory: https://t.co/GwZ9hz5AYY. :)","Canada",,"positive"
"1285669230176862210","naraki__","2020-07-21 20:13:25+00:00","I think my art had been approving a lot when it comes to faces and some poses. I gotta work on anatomy a lot more tho but I’m super happy with the progress I made this summer","Yeet ",,"positive"
"1285669232873811969","Maahi_Veh","2020-07-21 20:13:26+00:00","We will all be questioned on the day of judgement about what we post on social media. This ain't a place for us to say reckless things. 

Would you be happy with how you show yourself in public? What about to your family? What about to Allah? Think 3 times before you post.","England is my city.",,"positive"
"1285669234933104643","permabear_uk","2020-07-21 20:13:26+00:00","$SNAP saw Q2 EPS of -9cents inline. Rev' $454M vs 439est. DAUs 238M, but the market isn't happy. The company does indeed remain tier'1 loss making corporate garbage. https://t.co/8BrTQW4KTS","London, UK",,"positive"
"1285669237198073857","psnpinball","2020-07-21 20:13:27+00:00","Curtains down on Theatre of Magic as we leave for a snack at Bob's Burgers - but can we survive :)

Tournament now up and ready to play
User: OPPL-Pinball
Password: Bumper

Good Luck!
#OPPL #PinballFX3 #PS4 #BobsBurgers https://t.co/9tHD3RaMbY","United Kingdom",,"positive"
"1285669243128774657","RyRyAnimates","2020-07-21 20:13:28+00:00","Happy One Piece Day to my favorite manga series of all time! It's one big adventure you are going on. It has some of the best world building, really cool and varied powers with the devil fruit powers, and tons of interesting characters and locations.
#OnePieceDay #onepiece #manga https://t.co/QUsLe0PNdp","Utah, USA",,"positive"
"1285669243237924867","Aaliyahz12","2020-07-21 20:13:28+00:00","I ain't about all that who's got more designer 
The who's more pretty
 I have the better car the more expensive house 
Yeah I dont care?I shall wear whatever I want drive a banged out old nova if I wish to???
If it makes me happy I ain't caring much .. ??❣",,,"positive"
"1285669247914577921","MichelleArrang2","2020-07-21 20:13:29+00:00","“I would always rather be happy than dignified.”
“There is no happiness like that of being loved by your fellow-creatures, and feeling that your presence is an addition to their comfort.”",,,"positive"
"1285669249265086464","Karenwo7","2020-07-21 20:13:30+00:00","Sensitive is not a weakness or a character flaw, it’s a strength in both men and women. Over the past few months I’ve been accused of being ‘too sensitive’ as if it’s a failing. It’s taken me some tome to realise I was being gaslighted. #sensitivityisasuperpower","somewhere over the rainbow",,"positive"
"1285669257154625539","hot_cam_girl","2020-07-21 20:13:32+00:00","Big boobs cam sex  AnyROSSAA: Hello! My name is Anna1 i m a beautiful girl waiting you in my room!I like to give everything what make you happy! https://t.co/mwX5Yi65nY live videochat","Houston, US",,"positive"
"1285669258442289160","FizaAltaf7","2020-07-21 20:13:32+00:00","If you're happy in doing something you're doing, nobody can tell you you're not successful. So you better do what you want to, because those people who are lined up to judge you, will be clapping for what you did. Think. You've got time.",,,"positive"
"1285669262552641537","guptashirley_","2020-07-21 20:13:33+00:00","Where some of your photos are kinda preserved with me. :) :)
Cuz of you, I also have to click some photos to make some use of it.???","Bihar, India",,"positive"
"1285669266268749825","kooskirts","2020-07-21 20:13:34+00:00","calling him gukkie in his sleep? he didnt even know tae was a sleep talker and god bless his heart he's so endeared by this man who never fails to show how much he loves him, how much he cares for him, protects him, makes him so so happy, that even in his subconscious he's","read carrd byf",,"positive"
"1285669268693164043","Dotson03","2020-07-21 20:13:34+00:00","So I get some supporters from around the world and it makes me happy to know that some of them are fine af. I wanna go to Brazi specifically SOOOO bad ?",,,"positive"
"1285669269943001093","okdrewj","2020-07-21 20:13:35+00:00","I’m at the point in reclaiming my joy where I’ve stopped waiting for the other shoe to drop. I’m happy, I deserve it, and whatever comes this way God has prepped me for.","Los Angeles, CA",,"positive"
